movieid,title,cluster_no,rating
106491,47 Ronin,6,2.64
106540,Delivery Man,1,2.88
106542,Charlie Countryman,21,1.5
106594,Red Flag,10,4.5
106642,"Day of the Doctor, The",9,4.57
106648,Guilty of Romance (Koi no tsumi),16,3.0
106766,Inside Llewyn Davis,0,3.64
106782,"Wolf of Wall Street, The",20,3.92
106785,Homefront,8,3.0
106839,Mandela: Long Walk to Freedom,0,3.75
106873,Evangelion: 3.0 You Can (Not) Redo,14,2.5
106883,All is Bright,7,1.5
106889,Tim's Vermeer,3,4.0
106916,American Hustle,16,3.25
106920,Her,5,3.92
106927,RoboGeisha (Robo-geisha),18,3.0
107069,Lone Survivor,14,3.0
107141,Saving Mr. Banks,7,3.69
107159,Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6),14,4.0
107314,Oldboy,14,3.0
107338,Dampfnudelblues,20,2.5
107348,Anchorman 2: The Legend Continues,1,3.36
107406,Snowpiercer,14,3.43
107408,Only Old Men Are Going to Battle (V boy idut odni stariki),7,4.5
107410,Guest from the Future (Gostya iz buduschego),9,4.0
107412,"Kidnapping, Caucasian Style (Kavkazskaya plennitsa)",21,4.5
107436,Haunter,15,3.0
107447,Wrong Cops,20,4.0
107449,"Muppet Christmas: Letters to Santa, A",1,1.5
107462,Ninja: Shadow of a Tear,8,4.5
107565,"Fuck You, Goethe (Fack Ju Göhte)",1,2.75
107630,High School,1,4.5
107702,Grudge Match,1,2.5
107723,Highlander: The Search for Vengeance,6,3.0
107771,Only Lovers Left Alive,5,5.0
107780,Cats,3,4.0
107846,MacGyver: Trail to Doomsday,6,3.5
107945,Bad Karma,4,2.0
107951,Hunting Elephants,20,5.0
107953,Dragon Ball Z: Battle of Gods,2,4.0
107962,Freezer,12,2.0
107997,We Are What We Are,13,2.25
107999,Dragon ball Z 04: Lord Slug,2,4.0
108078,Chinese Puzzle (Casse-tête chinois),21,5.0
108090,Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi),6,3.5
108156,Ride Along,1,3.17
108188,Jack Ryan: Shadow Recruit,14,2.0
108190,Divergent,9,3.0
108192,Hotel Chevalier (Part 1 of 'The Darjeeling Limited'),0,3.5
108540,Ernest & Célestine (Ernest et Célestine),11,4.5
108601,Drift,0,2.0
108689,"I, Frankenstein",18,2.25
108715,Better Living Through Chemistry,7,1.5
108727,Nymphomaniac: Volume I,0,4.25
108729,Enemy,4,3.5
108795,Wonder Woman,6,3.43
143355,Wonder Woman,6,3.43
108928,"Monuments Men, The",14,2.67
108932,The Lego Movie,11,3.87
108981,Nymphomaniac: Volume II,0,4.5
109042,Knights of Badassdom,11,2.25
109161,Venus in Fur (La Vénus à la fourrure),0,4.5
109183,Date and Switch,1,2.0
109187,"Zero Theorem, The",0,3.0
109191,Winter's Tale,0,1.5
109241,On the Other Side of the Tracks (De l'autre côté du périph),19,5.0
109282,GLOW: The Story of the Gorgeous Ladies of Wrestling,3,3.0
109295,Cold Comes the Night,16,2.0
109313,Chouchou,1,4.0
109317,Someone Marry Barry,1,2.5
109372,About Last Night,21,2.25
109374,"Grand Budapest Hotel, The",7,3.78
109383,"Oversimplification of Her Beauty, An",10,3.5
109416,Bring It On: Fight to the Finish,1,2.0
109483,That Awkward Moment,21,2.62
109487,Interstellar,9,3.99
109569,3 Days to Kill,19,1.0
109576,Welcome to the Jungle,1,2.0
109578,Non-Stop,12,3.25
109596,Wrinkles (Arrugas),0,4.0
109633,"Garden of Words, The (Koto no ha no niwa)",5,5.0
109673,300: Rise of an Empire,14,2.12
109687,Particle Fever,3,5.0
109723,"Bag Man, The",16,3.5
109846,Mr. Peabody & Sherman,11,3.25
109848,Under the Skin,15,2.75
109850,Need for Speed,19,3.75
109853,Barefoot,10,3.0
109864,Veronica Mars,20,1.75
109895,Bad Words,1,2.0
109897,Son of God,0,0.5
109941,Puss in Boots: The Three Diablos,1,3.0
109968,Why Don't You Play In Hell? (Jigoku de naze warui),14,4.25
109971,Ocho apellidos vascos,1,4.5
110102,Captain America: The Winter Soldier,18,3.74
110127,Noah,0,2.8
110130,"Nut Job, The",11,4.33
110281,King of Comedy (Hei kek ji wong),10,4.0
110286,13 Sins,15,3.5
110297,Muppets Most Wanted,20,3.33
110330,Me and you (io e te),0,4.5
110350,Free to Play,3,4.5
110387,"Unknown Known, The",3,4.0
110501,The Raid 2: Berandal,8,3.93
110541,"Brain Smasher... A Love Story (Bouncer and the Lady, The)",1,2.5
110553,The Amazing Spider-Man 2,18,2.64
110586,Calvary,7,4.0
110591,Oculus,17,4.5
110603,God's Not Dead,0,0.5
110611,Cold in July,13,2.5
110655,Rio 2,11,2.0
110669,"Honest Liar, An",1,3.75
110718,Fading Gigolo,1,4.0
110730,Transcendence,0,2.29
110746,Hatchet III,1,4.0
110771,"Other Woman, The",21,2.92
110773,"Haunted House 2, A",1,0.5
110781,Mulan II,2,2.5
110826,Brick Mansions,19,1.5
110882,Locke,0,3.83
111146,Alpha and Omega 3: The Great Wolf Games,11,4.5
111320,Mom's Night Out,1,1.5
111360,Lucy,18,2.82
111362,X-Men: Days of Future Past,18,3.83
111375,Walk of Shame,1,2.5
111384,Blue Ruin,4,4.0
111443,Chef,1,2.75
111551,Afflicted,15,3.5
111617,Blended,1,3.81
111622,Begin Again,21,4.0
111659,Maleficent,6,2.75
111663,Zombeavers,1,2.5
111680,At Middleton,21,1.5
111732,"Dance of Reality, The (Danza de la realidad, La)",0,3.5
111743,A Million Ways to Die in the West,1,2.96
111759,Edge of Tomorrow,18,3.98
111781,Mission: Impossible - Rogue Nation,6,3.65
111785,Midnight Chronicles,6,0.5
111795,Million Dollar Arm,7,3.0
111800,G.B.F.,1,3.0
111817,Jimi: All Is by My Side,0,3.5
111844,Bad Asses (Bad Ass 2),14,3.5
111913,Lilting,0,4.5
111921,The Fault in Our Stars,5,3.39
112006,Tangled Ever After,2,3.83
112070,Maps to the Stars,0,3.5
112138,22 Jump Street,19,3.68
112171,"Equalizer, The",8,3.28
112175,How to Train Your Dragon 2,6,3.77
112183,Birdman: Or (The Unexpected Virtue of Ignorance),7,3.35
112290,Boyhood,0,3.82
112303,Think Like a Man Too,21,1.5
112316,Jersey Boys,0,2.5
112326,Nick Fury: Agent of S.H.I.E.L.D.,18,1.0
112334,"Internet's Own Boy: The Story of Aaron Swartz, The",3,4.5
112370,Transformers: Age of Extinction,18,1.88
112421,Frank,7,4.33
112450,They Came Together,21,2.0
112454,Honey (Miele),0,3.5
112460,Planes: Fire & Rescue,11,2.25
112497,Tammy,1,2.0
112512,Colourful (Karafuru),0,5.0
112515,"Babadook, The",13,4.5
112552,Whiplash,0,4.08
166024,Whiplash,3,4.08
112556,Gone Girl,13,3.72
112580,"Angriest Man in Brooklyn, The",7,4.0
112623,Dawn of the Planet of the Apes,9,3.43
112749,And So It Goes,10,2.0
112788,Sex Tape,1,2.6
112804,I Origins,0,3.83
112818,"Purge: Anarchy, The",15,3.3
112852,Guardians of the Galaxy,18,4.05
112897,The Expendables 3,6,3.5
112940,A Most Wanted Man,4,4.5
113159,Life After Beth,21,3.5
113186,Felony,4,3.0
113207,Get on Up,0,3.5
113225,Magic in the Moonlight,10,3.0
113252,Housebound,15,4.25
113275,The Hundred-Foot Journey,7,4.5
113278,Batman: Assault on Arkham,8,3.0
113280,White Frog,0,4.0
113313,"Den, The",15,3.5
113345,Jupiter Ascending,18,2.0
113350,I'll Follow You Down,0,1.5
113374,"Old Lady and the Pigeons, The (La vieille dame et les pigeons)",1,3.0
113378,"Giver, The",0,2.3
113394,"Pretty One, The",7,4.0
113416,Revenge of the Green Dragons,19,1.5
113453,Let's Be Cops,20,3.1
113532,"Inbetweeners 2, The",1,3.5
113565,"Sacrament, The",15,4.0
113573,Sin City: A Dame to Kill For,8,3.25
113604,If I Stay,0,2.0
113705,"Two Days, One Night (Deux jours, une nuit)",0,3.5
113741,Coherence,13,4.0
113780,"As Above, So Below",15,3.0
113829,"One I Love, The",10,5.0
113849,Headshot,16,2.5
113862,"Guest, The",4,4.0
114044,Honeymoon,17,3.5
114060,The Drop,16,2.83
114066,"20,000 Days on Earth",0,4.0
114074,The Skeleton Twins,0,3.33
114126,Beautiful Losers,3,2.5
114180,"Maze Runner, The",18,2.94
114184,Camp X-Ray,0,3.5
114246,"Walk Among the Tombstones, A",8,3.0
114265,Laggies,21,5.0
114335,La cravate,3,3.0
114396,Cesar Chavez,0,1.5
114494,Who Am I (Kein System Ist Sicher),4,1.5
114554,"Tale of Princess Kaguya, The (Kaguyahime no monogatari)",0,1.0
114601,This Is Where I Leave You,7,2.75
114627,Angel's Egg (Tenshi no tamago),0,3.25
114662,American Sniper,14,3.8
114670,Tusk,7,3.5
114678,Hector and the Search for Happiness,7,4.25
114707,Horns,17,3.0
114713,Annabelle,17,3.0
114762,Two Night Stand,21,2.83
114795,Dracula Untold,14,3.5
114818,Stretch,19,2.17
114847,Autómata (Automata),4,3.0
114925,"Captive, The",16,2.0
114935,Predestination,12,3.9
115065,Justin and the Knights of Valour,11,2.0
115111,Ward 13,1,3.5
115122,What We Do in the Shadows,1,4.83
115149,John Wick,12,3.84
115151,Plastic,19,2.0
115170,"Judge, The",0,2.5
115203,"Culture High, The",3,3.0
115216,"Salvation, The",0,3.0
115231,St. Vincent,1,3.25
115502,"Rewrite, The",21,3.5
115569,Nightcrawler,16,4.17
115617,Big Hero 6,1,3.85
115664,The Book of Life,11,4.0
115667,"Love, Rosie",21,3.5
115680,Time Lapse,16,3.83
115713,Ex Machina,13,3.91
115727,Crippled Avengers (Can que) (Return of the 5 Deadly Venoms),6,5.0
115819,Mr Hublot,1,3.0
115828,Copenhagen,5,4.5
115877,"Simpsons: The Longest Daycare, The",1,3.67
115969,Generation War,0,4.0
116044,Christmas in Connecticut,21,1.5
116138,Leviathan,0,2.0
116169,Reign of Assassins,14,2.5
116411,Tangerines,0,4.5
116413,Life Partners,21,3.0
116419,Drive Hard,19,1.5
116505,New Kids Nitro,1,3.0
116668,Dead Snow 2: Red vs. Dead,1,4.0
116718,Volga - Volga,1,3.5
116724,You Are the Apple of My Eye,10,4.0
116738,DeadHeads,1,3.5
116797,The Imitation Game,13,4.02
116799,Inherent Vice,10,3.67
116817,Rudderless,7,4.5
116823,The Hunger Games: Mockingjay - Part 1,9,3.87
116849,Sex Ed,21,2.5
116887,Exodus: Gods and Kings,14,2.75
116897,Wild Tales,7,4.25
116941,Jetsons: The Movie,2,2.0
116963,Ski School,1,1.5
116977,Dumb and Dumber To,1,2.33
116985,The Longest Week,7,1.5
117107,Miss Meadows,0,2.5
117109,Too Many Cooks,1,3.0
117133,Painted Skin,14,3.5
117176,The Theory of Everything,5,3.71
117192,Doctor Who: The Time of the Doctor,0,4.5
117364,Virunga,3,4.0
117368,The Madagascar Penguins in a Christmas Caper,1,3.5
117444,Song of the Sea,2,3.0
117466,In the Heart of the Sea,14,3.5
117511,Hello Ladies: The Movie,1,3.0
117529,Jurassic World,12,3.26
117531,Watermark,3,5.0
117533,Citizenfour,3,3.88
117545,Asterix: The Land of the Gods (Astérix: Le domaine des dieux),2,3.75
117572,Hit by Lightning,21,2.5
117590,Horrible Bosses 2,20,3.64
117630,Double Trouble,19,1.0
117646,Dragonheart 2: A New Beginning,6,4.5
117849,La Belle Verte,1,4.5
117851,Penguins of Madagascar,11,3.7
117867,'71,14,4.0
117877,The Rabbi's Cat (Le chat du rabbin),11,3.0
117881,Still Alice,0,3.8
117887,Paddington,1,4.0
117895,Maze Runner: Scorch Trials,12,1.83
117922,Ice Age: A Mammoth Christmas,11,3.5
118082,The Voices,20,3.5
118166,Courier,10,3.5
118198,The Green Prince,13,2.5
118248,Dying of the Light,13,1.5
118270,Hellbenders,15,5.0
118290,Omega Doom,9,2.0
118326,By the Gun,16,2.0
118354,Kill the Messenger,16,3.0
118512,Bring It On: In It To Win It,1,1.5
118530,Fans,1,4.5
118572,The Mule,20,3.5
118696,The Hobbit: The Battle of the Five Armies,11,3.42
118700,Selma,0,2.5
118702,Unbroken,0,2.5
118706,Black Sea,4,4.0
118784,Good Copy Bad Copy,3,3.5
118814,Playing It Cool,21,2.0
118834,National Lampoon's Bag Boy,1,5.0
118862,Closer to the Moon,7,4.0
118880,"Girl Walks Home Alone at Night, A",15,3.5
118888,Dave Chappelle: For What it's Worth,1,4.25
118894,Scooby-Doo! Abracadabra-Doo,2,5.0
118896,Mommy,0,4.0
118900,Wild,0,2.9
118924,Top Five,1,3.0
118930,Bill Burr: I'm Sorry You Feel That Way,1,4.5
118985,Big Eyes,0,3.75
119068,"Men, Women & Children",7,2.0
119141,The Interview,1,3.46
119145,Kingsman: The Secret Service,19,3.99
119153,Bill Burr: You People Are All the Same,1,4.5
119155,Night at the Museum: Secret of the Tomb,11,3.5
119167,Paradox,4,3.5
119218,The Punisher: Dirty Laundry,19,2.5
119655,Seventh Son,11,2.25
119714,Corner Gas: The Movie,1,3.5
119828,A Man Called Blade,14,3.0
119964,A Merry Friggin' Christmas,1,2.0
120130,Into the Forest of Fireflies' Light,0,5.0
120138,PK,10,5.0
120466,Chappie,12,3.25
120478,The Salt of the Earth,3,4.33
120625,The Fool,0,4.5
120635,Taken 3,8,2.7
120637,Blackhat,8,2.5
120761,By the Law,0,3.5
120783,Son of a Gun,19,2.5
120799,Terminator Genisys,12,2.5
120807,John Mulaney: New In Town,1,4.0
120813,Patton Oswalt: My Weakness Is Strong,1,4.5
120827,The Hound of the Baskervilles,16,3.0
120919,Man on High Heels,1,3.0
121007,Space Buddies,11,4.0
121035,Houdini,0,2.0
121097,To Grandmother's House We Go,11,2.75
121099,101 Dalmatians II: Patch's London Adventure,2,2.5
121129,The Hungover Games,1,2.5
121169,The Duke of Burgundy,0,3.5
121171,Red Army,3,4.0
121231,It Follows,17,4.12
121253,The Town that Dreaded Sundown,15,3.0
121338,Carry on Cabby,21,4.5
121342,Carry on Cruising,21,3.5
121372,Bill Burr: Let It Go,1,4.5
121374,Bill Burr: Why Do I Do This?,1,4.5
121469,Killer Movie,15,4.5
121715,Sebastian Maniscalco: What's Wrong with People?,1,3.5
121781,Stuart Little 3: Call of the Wild,2,5.0
122092,Guy X,1,5.0
122246,Tooth Fairy 2,1,0.5
122433,The Deadly Bees,15,1.0
122490,Wicked Blood,14,1.5
122627,Oblivion 2: Backlash,9,0.5
122882,Mad Max: Fury Road,12,3.82
122884,Insidious: Chapter 3,15,2.5
122886,Star Wars: Episode VII - The Force Awakens,18,3.85
122888,Ben-hur,3,0.5
122890,Warcraft,6,3.42
122892,Avengers: Age of Ultron,18,3.52
122896,Pirates of the Caribbean: Dead Men Tell No Tales,3,3.79
122898,Justice League,18,2.5
122900,Ant-Man,18,3.72
122904,Deadpool,18,3.83
122906,Black Panther,18,3.73
122912,Avengers: Infinity War - Part I,18,4.0
122916,Thor: Ragnarok,18,4.03
122918,Guardians of the Galaxy 2,18,3.93
122920,Captain America: Civil War,12,3.61
122922,Doctor Strange,18,3.7
122924,X-Men: Apocalypse,18,3.07
122926,Untitled Spider-Man Reboot,6,4.16
122932,Elsa & Fred,21,2.75
184349,Elsa & Fred,10,2.75
123200,Jim Jefferies: I Swear to God,1,4.5
123310,Tornado!,14,2.0
123545,The Blue Lagoon,5,3.0
123553,In the Name of the King III,6,1.0
123947,Cake,0,2.75
124273,Kevin Smith: Too Fat For 40,1,4.5
124404,"Snowflake, the White Gorilla",11,5.0
124484,Kenny & Company,7,3.0
124851,Delirium,9,5.0
124853,Why Man Creates,3,4.0
124859,The Gambler,16,2.0
125221,The Beast of Hollow Mountain,17,0.5
125914,Mortdecai,21,3.0
125916,Fifty Shades of Grey,5,1.0
125970,Halloweentown,11,3.5
125974,Halloweentown High,11,3.75
126088,A Flintstones Christmas Carol,2,5.0
126090,Hedgehog in the Fog,2,4.5
126142,The Cave of the Golden Rose,11,4.0
126420,American Heist,14,1.5
126426,Solyaris,0,4.0
126430,The Pacific,14,4.75
126482,Strange Magic,2,3.0
126548,The DUFF,1,3.25
126577,"Daddy, I'm A Zombie",2,4.0
126921,The Fox and the Hound 2,11,5.0
127052,Operation 'Y' & Other Shurik's Adventures,21,3.83
127096,Project Almanac,4,3.75
127098,Louis C.K.: Live at The Comedy Store,1,4.38
127108,Brooklyn,5,3.88
127114,The End of the Tour,0,4.0
127116,Experimenter,0,4.5
127130,Mistress America,1,4.0
127132,Zipper,13,2.0
127134,A Walk in the Woods,7,3.5
127136,True Story,13,3.25
127146,Kurt Cobain: Montage of Heck,3,3.0
127152,Going Clear: Scientology and the Prison of Belief,3,4.25
127164,"What Happened, Miss Simone?",3,3.5
127172,A Story of Children and Film,3,3.5
127180,"Story of Film: An Odyssey, The",3,4.0
127184,Eden,0,4.0
127194,The D Train,1,2.0
127198,Dope,7,3.58
127202,Me and Earl and the Dying Girl,0,3.75
127204,The Overnight,1,3.75
127212,The Stanford Prison Experiment,13,4.5
127298,A Pigeon Sat on a Branch Reflecting on Existence,7,4.0
127319,The Loft,4,1.5
127323,Vice,12,1.0
127390,Family Guy Presents: Blue Harvest,1,4.0
128087,Trinity and Sartana Are Coming,1,5.0
128089,Kevin Hart: I'm a Grown Little Man,1,4.5
128097,Jim Norton: American Degenerate,1,4.0
128099,Jim Jefferies: BARE,1,4.5
128197,Hard Promises,21,2.0
128360,The Hateful Eight,3,3.75
128366,Patton Oswalt: Tragedy Plus Comedy Equals Time,1,4.0
128488,Wild Card,8,3.0
128512,Paper Towns,5,2.0
128520,The Wedding Ringer,1,3.8
128542,Wyrmwood,18,3.5
128592,The Boy Next Door,4,1.0
128620,Victoria,5,3.9
128695,The Dark Valley,3,2.5
128736,I'm Here,0,3.5
128832,The Last Five Years,10,3.5
128838,Crimson Peak,17,3.5
128842,Dragonheart 3: The Sorcerer's Curse,6,4.0
128852,Chris Rock: Bigger & Blacker,1,3.75
128900,The Natural Love,3,4.5
128902,The Forgotten Space,3,4.0
128908,Cloudburst,7,4.0
128914,Tom Segura: Completely Normal,1,5.0
128944,"Honey, We Shrunk Ourselves",18,3.5
128968,Stitch! The Movie,2,4.0
128975,Hot Tub Time Machine 2,9,2.88
128991,Johnny Express,9,4.5
129011,Eddie Izzard: Glorious,1,3.5
129229,Northmen - A Viking Saga,6,2.0
129250,Superfast!,3,0.5
129313,Reality,1,4.0
129397,Marvel One-Shot: Item 47,18,2.75
129428,The Second Best Exotic Marigold Hotel,7,3.0
129514,George Carlin: It's Bad for Ya!,1,5.0
129657,Tracers,14,1.0
129659,"McFarland, USA",0,3.5
129737,Unfinished Business,1,2.25
129779,Ghost in the Shell Arise - Border 1: Ghost Pain,18,2.5
129937,Run All Night,8,2.17
130050,Digging Up the Marrow,13,3.0
130052,Clown,0,3.5
130083,Kidnapping Mr. Heineken,8,2.0
130087,The Cobbler,7,3.75
130444,Ruby Red,11,4.0
130450,Pan,11,2.5
130452,While We're Young,7,4.0
130482,Too Late for Tears,16,4.0
130490,Insurgent,12,2.83
130498,La vérité si je mens !,1,3.5
130518,The Amazing Screw-On Head,18,4.0
130576,Midnight Special,0,2.38
130578,"Gunman, The",12,4.0
130634,Furious 7,8,2.75
130686,The Final Girls,1,3.0
130840,Spring,17,4.5
130842,Power/Rangers,18,4.0
130970,George Carlin: Life Is Worth Losing,1,5.0
130976,Legend No. 17,0,4.5
130978,Love and Pigeons,21,5.0
131013,Get Hard,20,3.12
131023,That Sugar Film,3,4.5
131098,Saving Santa,2,5.0
131104,The Brain,20,4.5
131130,Tom and Jerry: A Nutcracker Tale,1,5.0
131237,What Men Talk About,1,5.0
131439,Kill Me Three Times,4,3.0
131480,Poker Night,8,2.0
131578,Reckless Kelly,1,2.5
131610,Willy/Milly,1,5.0
131656,Shaun the Sheep Movie,11,3.0
131714,Last Knights,6,3.0
131724,The Jinx: The Life and Deaths of Robert Durst,3,5.0
131739,Batman vs. Robin,6,3.0
131749,Libre et assoupi,1,3.0
131796,Woman in Gold,0,4.0
131826,Iliza Shlesinger: Freezing Hot,1,3.75
131920,The Road Within,7,4.5
131934,The Malibu Bikini Shop,1,1.0
132046,Tomorrowland,18,2.5
132084,Let It Be Me,3,2.5
132153,Buzzard,7,5.0
132157,Paul Blart: Mall Cop 2,19,2.75
132333,Seve,0,5.0
132335,Breathe,0,1.0
132362,Patlabor 2: The Movie,18,3.5
132422,Da Sweet Blood of Jesus,21,3.25
132424,The Longest Ride,5,1.75
132454,Girltrash: All Night Long,20,3.5
132462,Sword of Vengeance,14,1.0
132488,Lovesick,21,2.0
132496,Danny Collins,7,4.5
132584,The Even Stevens Movie,1,3.5
132618,Kite,8,1.5
132660,Man Up,21,3.75
132796,San Andreas,14,1.88
132800,Welcome to Me,7,3.0
132888,Comedy Central Roast of James Franco,1,3.0
133115,We Could Be King,3,4.0
133195,Hitman: Agent 47,8,1.5
133217,B/W,20,3.5
133281,Ricki and the Flash,7,2.0
133365,Partisan,13,2.0
133377,Infini,15,1.5
133419,Pitch Perfect 2,1,3.44
133545,Just Before I Go,7,1.0
133645,Carol,5,4.0
133712,Office Romance,21,3.75
133716,Bootleggers,20,4.5
133771,The Lobster,21,4.0
133780,Güeros,7,3.0
133782,Maggie,13,2.0
133798,Hot Pursuit,1,1.5
133802,Slow West,12,4.25
133832,The Green Inferno,15,3.5
133867,Barely Lethal,6,4.5
133879,Carry On Don't Lose Your Head,1,4.0
134004,What Love Is,21,5.0
134019,The Monkey King,2,3.5
134021,5 to 7,10,2.5
134041,Afonya,10,4.0
134095,My Love,0,5.0
134109,Radio Day,1,5.0
134130,The Martian,9,4.0
134158,Return to Sender,4,1.5
134170,Kung Fury,18,3.71
134184,Elections Day,1,4.5
134214,Youth,0,3.5
134246,Survivor,12,0.5
134248,Hot Girls Wanted,3,3.0
134252,That Munchhausen,7,4.5
134326,The Taming of the Scoundrel,1,4.5
134334,Phir Hera Pheri,1,4.5
134368,Spy,19,3.69
134393,Trainwreck,21,3.2
134515,BMX Bandits,16,3.0
134524,Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles,3,3.0
134528,Aloha,10,0.5
134775,Dragon Blade,14,2.0
134783,Entourage,1,2.0
134796,Bitter Lake,3,5.0
134808,No Way Jose,1,2.0
134847,Ghost Graduation,1,5.0
134849,Duck Amuck,2,4.0
134853,Inside Out,11,3.81
134859,The Wolfpack,3,3.5
134861,Trevor Noah: African American,3,2.5
134881,Love & Mercy,0,4.33
135133,The Hunger Games: Mockingjay - Part 2,9,3.7
135137,Pixels,18,2.58
135143,Fantastic Beasts and Where to Find Them,3,3.68
135198,The Hairdresser,7,4.0
135216,The Star Wars Holiday Special,9,0.5
135288,Mr. Holmes,0,3.0
135436,The Secret Life of Pets,1,3.07
135456,Ghost in the Shell: Stand Alone Complex - The Laughing Man,18,3.25
135518,Self/less,12,2.75
135532,The Last Witch Hunter,6,3.33
135534,Krampus,17,3.5
135536,Suicide Squad,19,2.92
135567,Independence Day: Resurgence,18,2.38
135569,Star Trek Beyond,18,3.47
135777,Golmaal,1,4.5
135787,Bruce Lee: A Warrior's Journey,3,3.5
135803,Five Element Ninjas,14,3.5
135815,The Magnificent Ruffians,14,4.0
135861,Ted 2,1,2.78
135885,Absolutely Anything,9,3.0
135887,Minions,11,3.17
135937,The Silence of the Hams,1,3.0
136012,Bloodsport III,12,1.5
136016,The Good Dinosaur,11,3.0
136018,Black Mass,16,2.5
136020,Spectre,19,3.06
136024,The Professional: Golgo 13,19,3.0
136297,Mortal Kombat: The Journey Begins,14,0.5
136305,Sharknado 3: Oh Hell No!,17,1.0
136341,Scooby-Doo! and the Samurai Sword,2,5.0
136353,Scooby-Doo! and the Loch Ness Monster,2,5.0
136355,Big Top Scooby-Doo!,2,5.0
136359,Scooby-Doo Goes Hollywood,2,5.0
136443,Gabriel Iglesias: Hot and Fluffy,1,1.5
136445,George Carlin: Back in Town,1,5.0
136447,George Carlin: You Are All Diseased,1,5.0
136449,Ghost in the Shell 2.0,18,3.75
136469,Larry David: Curb Your Enthusiasm,1,5.0
136471,Kevin Hart: Laugh at My Pain,1,3.5
136503,Tom and Jerry: Shiver Me Whiskers,2,5.0
136511,Jeff Dunham: All Over the Map,1,2.0
136540,The FP,1,4.5
136556,Kung Fu Panda: Secrets of the Masters,2,5.0
136562,Steve Jobs,0,3.75
136564,Macbeth,0,2.5
136598,Vacation,1,3.42
136654,The Face of an Angel,0,1.5
136664,Wild Horses,16,1.0
136666,Search Party,1,2.25
136778,The Squeeze,7,2.0
136786,Careful What You Wish For,4,1.5
136800,Robot Overlords,18,1.5
136816,Bad Asses on the Bayou,1,2.5
136834,The Eye: Infinity,17,5.0
136838,Kiss me Kismet,21,2.5
136840,Da geht noch was!,10,3.5
136850,Villain,16,5.0
136859,The Lovers,18,1.5
136864,Batman v Superman: Dawn of Justice,18,2.34
136912,God Loves Caviar,3,2.0
136958,Mortuary,17,2.0
137218,April Morning,0,2.5
137337,Amy,3,3.5
137345,That Demon Within,8,2.0
137517,Carnival Magic,0,0.5
137595,Magic Mike XXL,7,4.0
137857,The Jungle Book,0,3.64
137859,Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans,6,4.0
137863,Dragon Ball Z: Resurrection of F,6,4.0
138036,The Man from U.N.C.L.E.,6,3.47
138186,Sorrow,16,0.5
138204,7 Days in Hell,1,4.0
138208,The Walk,13,3.0
138210,13 Hours,0,3.3
138396,There Will Come a Day,7,3.5
138546,The Opposite Sex,1,1.5
138610,The Gallows,15,1.5
138632,Tokyo Tribe,19,5.0
138798,Joe Dirt 2: Beautiful Loser,1,0.5
138835,Return to Treasure Island,11,5.0
138966,Nasu: Summer in Andalusia,2,5.0
139052,Dark Places,13,2.0
139130,Afro Samurai,6,2.5
139157,Massu Engira Maasilamani,15,4.5
139385,The Revenant,0,3.9
139415,Irrational Man,16,3.0
139511,Exte: Hair Extensions,17,3.0
139640,Ooops! Noah is Gone...,2,5.0
139642,Southpaw,14,2.83
139644,Sicario,16,3.55
139655,Goodnight Mommy (Ich seh ich seh),13,3.0
139717,10 Cent Pistol,8,1.25
139747,Before We Go,5,3.5
139855,Anomalisa,2,3.25
139857,Colonia,4,1.5
139859,Ghost in the Shell Arise - Border 2: Ghost Whispers,12,2.5
139915,How to Make Love Like an Englishman,21,2.25
139994,Fracchia contro Dracula,1,4.0
140016,Always Watching: A Marble Hornets Story,17,2.0
140038,Madly in Love,1,4.5
140110,The Intern,1,3.65
140133,Hollywood Chainsaw Hookers,1,5.0
140162,Love,5,4.5
140174,Room,0,3.56
140237,The Runner,0,2.0
140247,The Gift,0,3.25
140265,George Carlin: Jammin' in New York,1,5.0
140267,The Witch,17,4.0
140289,Men & Chicken,7,4.0
140301,The Escort,21,3.0
140359,Doctor Who: The Waters of Mars,9,4.0
140481,"Family Guy Presents: Something, Something, Something, Dark Side",9,4.5
140525,Secret in Their Eyes,16,1.5
140541,The Electric Hotel,9,4.0
140561,Jeff Ross Roasts Criminals: Live at Brazos County Jail,1,4.0
140627,Battle For Sevastopol,5,5.0
140711,American Ultra,12,2.67
140715,Straight Outta Compton,0,4.21
140725,Cop Car,8,3.5
140737,The Lost Room,14,3.5
140816,Tangerine,7,4.5
140850,Every Secret Thing,16,2.0
140852,964 Pinocchio,17,1.0
140928,Joy,7,3.2
141004,Victor Frankenstein,17,3.25
141131,Guardians,3,2.5
141400,Invincible Shaolin,14,4.0
141408,Scouts Guide to the Zombie Apocalypse,1,3.75
141422,Suffragette,0,2.5
141513,Fort Tilden,1,4.0
141544,Turbo Kid,18,3.5
141646,The Unauthorized Saved by the Bell Story,7,3.5
141668,War Room,0,0.5
141718,Deathgasm,1,5.0
141749,The Danish Girl,0,3.75
141799,Cooties,1,3.5
141810,Autumn Marathon,7,4.0
141816,12 Chairs,1,4.75
141844,12 Chairs,1,4.75
